"","population_ysw.Group.1","population_ysw.Group.2","population_ysw.x","budget_ysw.x","inmate_expenditure_ysw.x","expenditure_ysw.x","deaths_ysw.x","escapes_ysw.x","movement_ysw.x","recidivism_ysw.x","as.numeric.voc_df.x.","rehabilitation_ysw.x","edu_facility_ysw.x"
"126",2004,"Himachal Pradesh",0.213662790697674,0.556171506557744,0.108228654956726,0.555996687887382,0.7,0.466666666666667,0,0.0555555555555556,0.17910447761194,0.223529411764706,0
"127",2005,"Himachal Pradesh",0.393895348837209,0.459530639744121,0.238799764215069,0.462367772917032,0.7,0.8,0,0,0.17910447761194,0.223529411764706,0
"128",2006,"Himachal Pradesh",0.638081395348837,0.695343004056105,0.109798432785425,0.54518847781597,0.3,0.133333333333333,0.26966676160638,0.166666666666667,0.291044776119403,0.290196078431373,0
"129",2007,"Himachal Pradesh",0.781976744186046,0.447041367935401,1,0.444508137516271,0,0,0.177271432640273,1,0.0373134328358209,0.364705882352941,1
"130",2008,"Himachal Pradesh",0.829941860465116,0.518277915078991,0.235779748214517,0.546982752496894,1,0,0.170948447735688,0.166666666666667,0,0.384313725490196,0
"131",2009,"Himachal Pradesh",0.954941860465116,0.558881544327166,0.258934444271554,0.694122914274481,0.2,0.133333333333333,0.762460837368271,0.0555555555555556,0.0373134328358209,0.686274509803922,0
"132",2010,"Himachal Pradesh",1,1,0.420672202090359,1,0.5,0.2,0.823867843919111,0,0.141791044776119,1,0.583333333333333
"133",2001,"Jammu & Kashmir",0,0,0.236937385900767,0,0,1,0,0.5,0.440740740740741,1,0.046594982078853
"134",2002,"Jammu & Kashmir",0.167741935483871,0.0254527845696884,0.219901957294469,0.0718362090804177,0,0,0.302968064113407,0.5,0.731481481481482,0.154639175257732,0
"135",2003,"Jammu & Kashmir",0.266666666666667,0.0445776681978305,0,0.0777763592277905,0.142857142857143,0,0.158229632314446,0,0.696296296296296,0.175257731958763,0.508960573476703
"136",2004,"Jammu & Kashmir",0.421505376344086,0.159674124696069,0.119319193080056,0.138346488988254,1,0,0.0128065724296243,0.5,0.611111111111111,0.288659793814433,0.584229390681004
"137",2005,"Jammu & Kashmir",0.526881720430108,0.297219693017007,1,0.372822078982183,0.285714285714286,0,0.386371873867343,0.5,0.67037037037037,0,0.17921146953405
"138",2006,"Jammu & Kashmir",0.66989247311828,0.235744660535191,0.550696927012088,0.378106792017339,0.285714285714286,1,0.355160887600177,0.25,0.238888888888889,0,0.301075268817204
"139",2007,"Jammu & Kashmir",0.701075268817204,0.401778741717563,0.961016837105706,0.412322217709669,0,0,0.536023518988361,0,0,0.154639175257732,0.315412186379928
"140",2008,"Jammu & Kashmir",0.712903225806452,0.322727722248935,0.682815574958428,0.153901559779484,0.142857142857143,0,0.51149772461842,0,0.012962962962963,0.134020618556701,0.114695340501792
